HIP,RAhms,DEdms,Vmag,Plx,SpType,BV
3960,00 50 51.25,+10 21 50.9,10.51,12.09,G9,0.789
3967,00 50 59.29,-30 21 56.7,10.3,7.88,G2,0.595
4002,00 51 22.69,-27 23 13.4,10.41,-1.41,K0,1.083
4004,00 51 24.60,-72 22 58.6,11.48,-3.55,B5,0.069
4009,00 51 26.48,-10 53 15.7,10.9,4.37,,0.43799999999999994
4012,00 51 28.10,+58 18 03.8,10.66,54.23,M2,1.3630000000000002
4014,00 51 28.30,+05 47 28.0,11.68,16.8,K7,1.601
4027,00 51 36.05,-17 04 42.1,10.18,0.9,G0,0.81
4029,00 51 36.87,+11 55 03.9,10.33,13.41,,1.115
4055,00 51 55.60,+82 00 24.3,10.49,10.16,K0,0.8170000000000001
4061,00 51 59.95,+20 34 59.3,11.53,33.9,,1.44
4067,00 52 09.34,+06 48 11.0,11.8,36.34,K7,1.465
4069,00 52 11.75,-37 17 37.7,10.66,8.81,F5,0.494
4086,00 52 26.28,-25 50 11.8,12.61,-5.44,Fp,
4096,00 52 36.03,+15 00 24.5,10.15,6.38,G5,1.202
4099,00 52 36.98,-28 13 10.1,12.13,-2.8,Gp...,0.64
4098,00 52 37.03,-34 47 54.1,10.47,1.96,F2,0.48200000000000004
4122,00 52 50.05,-52 17 48.6,10.34,3.51,F2V,0.396
4126,00 52 51.24,-73 06 53.6,10.95,0.62,A0Ia:,0.134
4137,00 52 55.66,-08 55 29.9,10.01,14.19,,0.757
4140,00 52 57.19,+48 51 38.4,11.34,14.85,,
4153,00 53 04.89,-72 38 00.1,10.84,-1.66,B6Ia,0.045
4158,00 53 07.77,-21 36 25.9,10.33,2.75,G0,0.59
4189,00 53 23.84,-41 14 16.8,11.92,42.61,,1.49
4213,00 53 48.40,-14 33 08.0,10.48,12.27,,0.856
4223,00 53 53.00,+45 56 39.8,11.11,38.16,M2,1.435
4248,00 54 10.87,-30 51 44.9,10.08,3.11,G2/G3V,0.5329999999999999
4259,00 54 19.88,-21 55 56.8,10.09,11.0,G0,0.62
4274,00 54 41.39,-31 59 05.5,10.09,7.72,G0,0.56
4280,00 54 48.29,-55 03 02.0,11.8,7.39,,
4286,00 54 55.47,+02 35 41.6,10.8,1.96,F8,0.574
4300,00 55 05.82,+76 15 05.7,10.26,5.58,F0,0.634
4312,00 55 12.11,+00 55 58.7,10.62,23.01,K2,1.15
4322,00 55 18.13,+23 09 49.4,10.86,9.22,A3,0.08900000000000001
4328,00 55 25.09,-51 50 00.6,12.38,39.56,M,1.47
4341,00 55 40.40,-71 28 30.5,11.99,1.48,B,0.20600000000000002
4349,00 55 45.39,+85 12 20.9,10.93,1.63,,1.41
4359,00 55 52.50,-17 31 32.6,10.02,4.88,G1V,0.629
4365,00 55 56.56,-47 08 58.6,11.06,25.12,M0,1.3
4368,00 55 59.09,-22 28 38.8,10.36,5.48,F8,0.574
4394,00 56 19.23,-65 26 43.3,10.1,20.42,K5V,0.9420000000000001
4396,00 56 22.56,-31 11 01.7,10.58,0.91,B9V,-0.057
4401,00 56 26.29,-28 39 21.8,10.25,5.17,G5,0.863
4405,00 56 29.22,-37 49 43.7,10.15,2.49,F5,0.47
4408,00 56 30.17,-27 13 38.9,10.28,6.38,G0,1.232
4418,00 56 36.77,-18 51 53.5,10.14,19.0,,0.9670000000000001
4443,00 56 50.55,-11 35 17.7,11.13,41.73,,1.43
4458,00 57 10.21,-19 49 58.2,10.25,1.05,,0.753
4460,00 57 11.58,-67 29 46.7,10.01,3.08,F6IV,0.537
4468,00 57 16.17,-51 35 03.5,10.77,34.4,M0,1.3
4498,00 57 38.32,+36 26 18.2,10.35,0.83,F2,0.512
4541,00 58 09.70,-63 23 44.2,11.56,4.88,A8.7:,0.40399999999999997
4569,00 58 27.08,-27 51 22.7,11.77,76.32,,1.558
4575,00 58 34.27,+32 32 20.4,11.83,2.42,,
4585,00 58 43.83,-30 05 57.9,10.8,1.06,Fp,0.669
4593,00 58 45.85,+32 06 20.3,10.64,3.64,,
4598,00 58 51.89,+21 56 40.6,10.04,10.4,,0.67
4599,00 58 55.52,-76 35 22.5,10.95,5.56,,0.6779999999999999
4602,00 58 59.40,+26 01 49.3,11.36,12.04,,
4616,00 59 11.74,+05 20 49.2,10.77,-1.38,F5,0.499
4632,00 59 26.85,-16 14 11.7,10.49,3.22,F5,0.45
4639,00 59 34.47,+45 24 24.2,11.82,3.02,K-M,
4643,00 59 36.69,-13 58 44.3,10.56,20.85,K4V,1.0859999999999999
4644,00 59 38.08,+10 28 01.1,10.99,4.66,G5,0.735
4652,00 59 46.46,+27 56 44.5,11.94,-7.16,M2e-M4,1.5
4666,00 59 56.65,+15 44 13.7,11.89,9.12,,
4682,01 00 10.11,-33 00 45.5,10.15,6.36,G0,0.467
4693,01 00 18.91,-72 44 35.8,10.59,3.76,G5,0.73
4699,01 00 22.60,-13 35 57.1,10.06,23.96,K3V,1.047
4700,01 00 27.48,-22 42 54.3,10.71,7.87,F8,0.56
4720,01 00 37.05,-26 38 15.4,10.11,10.79,K0,0.76
4725,01 00 40.29,-15 57 27.4,11.8,3.02,F2.5:,
4732,01 00 47.91,-30 45 25.3,10.33,4.69,F8,0.486
4740,01 00 53.42,+62 55 25.6,10.76,12.07,,0.745
4746,01 01 01.68,-70 11 28.7,10.11,-0.34,K0,
4750,01 01 04.39,-38 02 30.0,10.08,10.89,,0.5670000000000001
4754,01 01 06.29,+16 22 22.8,10.65,6.62,sdF7::,0.54
4768,01 01 17.00,-72 17 31.1,11.42,-6.63,A0Ia,0.040999999999999995
4769,01 01 17.58,-33 42 45.3,12.63,11.17,B,-0.24100000000000002
4773,01 01 20.15,-72 17 18.3,13.27,-6.63,,
4814,01 01 46.96,-14 57 53.1,10.14,2.5,F5/F6V,0.516
4824,01 01 57.16,-09 53 03.7,10.49,32.06,K5V,1.226
4845,01 02 21.12,-10 25 24.3,10.06,46.22,K7V,1.365
4860,01 02 30.12,+25 41 11.3,10.08,7.65,G5,0.831
4895,01 02 51.01,-59 46 47.8,10.31,12.67,,0.7390000000000001
4900,01 02 52.37,+47 02 51.4,10.81,24.14,M0,1.47
4927,01 03 13.74,+20 05 51.8,11.36,61.23,M,1.59
4936,01 03 19.61,-03 48 44.3,10.15,1.32,,0.35100000000000003
4943,01 03 25.34,-22 17 26.2,10.54,3.24,G0,0.54
4948,01 03 27.76,-05 48 39.3,10.38,11.32,,0.82
4964,01 03 39.08,-45 47 16.4,11.62,9.66,K:,1.124
4967,01 03 40.03,+40 51 30.7,10.89,31.96,,1.137
4969,01 03 41.16,-38 05 55.5,10.02,5.8,K0,0.787
4980,01 03 48.21,-17 12 02.1,10.16,3.25,G1,0.6920000000000001
4986,01 03 55.87,-36 15 47.2,10.21,-0.78,G2,0.912
5004,01 04 05.67,-34 40 26.6,10.25,16.28,G5IV,0.764
5011,01 04 11.13,-14 35 18.9,10.6,10.84,,0.774
5018,01 04 18.07,-57 41 09.6,11.56,17.76,M0,1.61
5023,01 04 21.67,+04 13 37.3,12.06,9.3,B,-0.242
5033,01 04 27.27,-13 55 21.2,11.01,8.51,,1.0190000000000001
5041,01 04 32.25,+26 07 12.5,10.02,34.39,K5,1.28
5057,01 04 42.82,-35 20 42.2,10.71,4.07,G0,0.665
5076,01 04 57.54,-17 49 27.5,10.44,1.95,F7,0.486
5079,01 05 03.45,-25 27 39.4,10.79,0.55,G0,0.594
5092,01 05 12.55,+10 16 28.8,10.59,0.57,A0,0.0
5095,01 05 18.26,-05 11 29.0,11.23,10.74,K4.5,1.1059999999999999
5100,01 05 23.03,+60 25 18.9,11.16,5.46,WN2,0.264
5114,01 05 32.20,-66 44 35.0,10.08,22.78,M0,0.9640000000000001
5124,01 05 38.51,+13 08 15.7,10.37,11.16,,0.6829999999999999
5128,01 05 39.87,-16 36 06.1,10.4,4.29,F3/F5,0.474
5138,01 05 48.23,+61 45 17.8,10.68,-2.12,F9,0.945
5155,01 06 00.64,-27 32 11.3,12.09,0.35,A7,0.526
5158,01 06 01.92,-22 27 10.4,10.16,22.32,K5,1.078
5178,01 06 12.96,-56 48 01.2,11.2,14.48,,1.035
5184,01 06 21.45,-36 45 23.0,10.12,15.45,,1.0290000000000001
5187,01 06 23.32,-44 15 25.6,10.27,1.52,F8V,0.53
5194,01 06 26.58,-29 01 43.7,10.78,1.78,sdF6,0.45
5201,01 06 30.59,-22 03 50.9,10.05,4.5,F8,0.557
5215,01 06 41.58,+15 16 24.3,11.45,45.24,M3,1.473
5234,01 06 55.57,-32 45 16.4,10.27,9.49,F6/F7V,0.542
5242,01 07 02.86,-71 48 27.0,10.37,2.62,G5,0.84
5254,01 07 10.92,-68 33 34.3,10.92,1.05,,1.087
5260,01 07 13.60,-32 25 45.5,10.66,34.85,,1.396
5266,01 07 16.29,-63 23 40.7,11.43,20.54,M0,1.54
5267,01 07 18.22,-72 28 03.6,10.27,-1.88,B8Iab:e,0.099
5273,01 07 24.33,+69 52 45.9,10.58,21.01,K5,1.0090000000000001
5282,01 07 33.87,-16 11 40.9,10.27,3.21,F0V,0.23800000000000002
5288,01 07 38.03,-31 47 26.7,10.28,1.16,G0,0.8909999999999999
5316,01 08 00.56,+60 33 06.1,10.11,-0.07,B5II,0.32
5329,01 08 10.81,-16 33 30.4,10.15,5.24,F3V,0.47100000000000003
5330,01 08 11.12,+67 18 06.6,10.46,1.88,F0,0.46
5353,01 08 25.80,+63 30 57.2,11.52,9.63,K:,0.88
5355,01 08 26.78,-32 43 11.6,12.23,1.08,DA:,-0.23
5365,01 08 37.33,-26 53 09.7,12.54,1.08,,-0.146
5369,01 08 40.40,+17 14 38.5,10.56,35.99,K6,1.256
5397,01 09 03.95,-72 32 17.6,10.96,0.19,B2.5Iab:,-0.049
5410,01 09 12.31,-24 41 21.1,12.38,46.11,M2V:,1.53
5423,01 09 16.93,-54 38 56.2,10.24,1.08,F5V,0.409
5424,01 09 17.04,-18 05 57.3,10.4,7.09,G8,0.953
5443,01 09 38.92,-07 10 46.0,11.38,26.61,M0,1.435
5461,01 09 54.00,-39 10 05.3,10.13,2.92,F0V,0.49200000000000005
5502,01 10 29.82,+42 57 11.8,11.57,,,
5517,01 10 38.43,+73 07 17.2,10.25,1.08,A2,0.654
5530,01 10 47.17,-21 25 10.6,10.65,0.96,G0,0.33899999999999997
5532,01 10 50.48,-24 35 47.3,10.23,4.02,F2V,0.41700000000000004
5535,01 10 58.29,+28 01 12.8,10.16,7.75,G0,0.579
5555,01 11 15.16,-22 43 23.1,10.65,4.62,F8,0.65
5560,01 11 17.77,-17 53 00.8,10.21,1.22,F5/F6V,0.586
5564,01 11 22.36,-43 26 48.6,10.62,15.03,K2,0.9440000000000001
5568,01 11 25.60,-29 06 29.0,10.79,2.23,F5,0.54
5579,01 11 34.02,+32 31 19.0,10.33,26.76,,
5608,01 11 55.19,-28 38 24.2,11.03,-2.75,Gp,1.01
5610,01 11 56.84,-24 15 19.3,10.45,2.08,F5,0.498
5629,01 12 17.17,+04 25 42.7,11.35,18.76,K7V:,1.22
5642,01 12 28.95,-60 53 24.5,11.22,0.14,,-0.057
5643,01 12 29.90,-17 00 01.9,12.1,269.05,M5.5Ve,1.85
5658,01 12 41.17,+61 12 48.1,11.43,4.37,F9,
5662,01 12 45.70,+10 34 56.1,11.95,15.18,K7V:,1.1059999999999999
5687,01 13 09.67,+19 42 45.9,11.21,23.99,,
5699,01 13 20.85,-01 43 43.4,10.09,14.41,K0,0.968
5705,01 13 23.46,+18 40 18.6,10.95,4.23,F8,0.599
5714,01 13 30.50,-73 20 10.3,10.21,-1.3,A0Ia0,0.138
5720,01 13 33.56,-24 29 49.2,10.29,1.89,F8,0.55
5721,01 13 33.69,-25 43 34.0,10.52,0.83,F0,0.38
5734,01 13 42.50,+13 56 50.4,12.37,-13.67,K7,1.22
5736,01 13 43.54,-62 25 52.9,10.12,4.34,F0/F2V,0.406
5759,01 13 55.16,-07 37 00.7,10.88,6.58,,0.7
5762,01 13 56.46,-55 51 29.5,10.36,7.8,F5V,
5775,01 14 07.12,-16 25 34.0,10.1,8.64,G8V,0.67
5790,01 14 18.41,-27 13 43.6,10.82,11.43,G0,0.7
5793,01 14 20.75,-30 14 57.9,11.77,4.36,Gp,0.95
5803,01 14 25.98,+24 24 56.7,10.17,2.2,A9.5,0.217
5809,01 14 32.40,-48 15 07.3,10.07,2.28,C,1.32
5811,01 14 33.09,-49 54 12.6,10.62,8.7,G5,0.7
5812,01 14 34.09,-53 56 34.3,11.16,60.76,M4,1.6369999999999998
5815,01 14 39.81,-35 00 13.9,10.62,3.02,G0,
5846,01 15 01.10,+65 35 57.9,10.89,-0.6,F8,1.38
5848,01 15 01.32,+03 54 22.3,10.24,4.81,F5,0.499
5851,01 15 02.79,+67 14 12.2,10.13,3.71,F0,0.48100000000000004
5858,01 15 08.69,-22 54 09.8,10.72,-5.34,,0.741
5870,01 15 21.25,+10 40 23.5,11.66,-3.41,K7,1.382
5877,01 15 28.10,-25 48 54.2,10.99,-0.64,F5,0.478
5905,01 15 53.16,-73 30 50.0,10.84,2.34,sdF5,0.38
5955,01 16 38.07,-39 42 31.5,10.38,5.85,,0.769
5957,01 16 39.08,+25 19 54.2,10.1,44.03,K5,1.3530000000000002
5970,01 16 44.51,+44 40 16.8,11.97,20.57,,
5971,01 16 44.72,-00 27 08.1,10.6,5.03,F8,0.574
5981,01 16 56.38,+38 27 49.7,10.24,10.94,,0.426
5998,01 17 07.87,-24 36 35.3,10.48,4.89,G5,0.7140000000000001
6001,01 17 11.37,+09 30 04.0,11.46,12.64,K7,1.0979999999999999
6005,01 17 15.34,-35 42 55.7,11.31,60.61,,1.51
6008,01 17 15.51,-13 15 47.9,10.8,41.14,M1,1.4469999999999998
6029,01 17 27.37,+38 57 02.3,10.83,1.5,F2,0.25
6062,01 17 48.02,-32 01 53.8,10.25,2.61,F0,0.3
6069,01 17 53.20,+05 28 31.7,11.02,65.3,M2V:,1.4780000000000002
6075,01 17 59.19,-48 09 02.0,11.54,24.57,K,1.4469999999999998
6077,01 17 59.42,-04 19 52.4,10.79,0.42,,0.748
6081,01 18 02.70,+65 17 29.8,11.05,0.88,B,0.7509999999999999
6089,01 18 11.28,-27 36 16.4,10.55,9.14,G0,0.6609999999999999
6092,01 18 12.68,+64 18 18.4,10.34,0.55,B2III,0.53
6094,01 18 14.95,-39 12 44.5,11.25,1.66,,0.23600000000000002
6097,01 18 15.91,-12 53 53.5,11.78,45.22,M,1.44
6103,01 18 22.32,-23 09 27.2,10.2,6.16,G0,0.602
6111,01 18 27.21,-25 10 50.1,10.8,6.09,G0,0.7020000000000001
6115,01 18 30.61,-67 55 04.7,11.63,0.22,A9.5:,
6131,01 18 41.71,-22 16 24.0,10.5,-0.27,G0,0.49
6132,01 18 42.00,-73 25 26.0,11.14,,G0/G1IV/V,
6134,01 18 42.48,+09 58 27.2,10.24,12.54,,0.693
6171,01 19 09.05,+58 17 26.0,10.69,2.02,,0.28
6174,01 19 10.35,+62 23 48.4,10.17,-0.04,B3 + B9:,0.521
6223,01 19 45.51,-58 17 40.3,10.06,3.8,F8IV/V,0.716
6232,01 19 55.61,-59 36 50.0,10.42,8.25,,0.695
6239,01 20 03.31,+38 59 24.0,12.03,6.44,,2.1
6254,01 20 13.77,-43 54 57.9,10.22,11.21,G5,0.8590000000000001
6278,01 20 32.94,+38 19 59.3,10.62,21.41,K5,1.1079999999999999
6284,01 20 36.85,-16 11 17.1,10.11,7.4,G1V,0.5660000000000001
6290,01 20 41.06,+57 19 36.7,10.36,52.71,K6V:,1.34
6301,01 20 52.36,+21 43 43.3,10.94,3.81,A9,0.316
6318,01 21 08.71,-23 34 18.3,10.29,2.93,G0,0.56
6323,01 21 10.10,+06 20 48.4,11.26,-2.73,K7,1.276
6324,01 21 11.02,+13 52 15.9,12.15,14.8,K7V:,1.3869999999999998
6342,01 21 29.16,+24 19 50.0,10.7,37.85,M2,1.42
6345,01 21 30.49,-56 08 06.7,10.12,4.68,F3/F5IV/V,0.45899999999999996
6350,01 21 32.94,-29 07 52.6,10.38,9.76,F8,0.63
6351,01 21 33.63,-41 39 19.1,10.15,59.29,K5,1.383
6352,01 21 34.47,-25 28 00.1,11.8,0.0,,
6355,01 21 37.17,-17 52 46.3,10.21,3.83,K0,1.284
6365,01 21 45.48,-46 42 51.1,11.48,42.73,M3,1.6269999999999998
6383,01 22 02.15,-84 03 50.5,11.02,7.65,F:,0.4
6392,01 22 07.91,+33 30 40.3,10.26,1.07,K0,1.037
6396,01 22 09.80,-24 21 58.0,10.03,-0.67,K0,1.0
6403,01 22 14.48,-33 35 09.2,10.34,2.63,G0,0.406
6404,01 22 16.30,-12 16 09.1,10.28,13.1,,0.9229999999999999
6414,01 22 22.82,-33 12 48.6,10.3,37.1,,1.295
6452,01 22 54.22,-69 18 31.4,12.35,9.2,,
6463,01 23 07.85,-24 59 53.0,10.63,3.88,F8,0.6
6489,01 23 22.77,+14 16 13.9,11.1,17.59,K7V:,1.18
6505,01 23 32.94,-35 19 09.8,10.16,1.53,A0V,0.053
6517,01 23 41.47,-27 52 34.3,10.6,5.18,G5,0.9
6524,01 23 47.66,-10 43 15.5,10.22,2.37,F2,0.41
6530,01 23 53.43,+10 14 52.0,11.83,4.97,K7,1.219
6546,01 24 07.36,-52 30 41.1,10.26,-1.75,A2V,0.10099999999999999
6567,01 24 22.32,-44 08 07.5,12.01,30.57,,
6570,01 24 25.15,+08 26 14.5,12.26,19.48,K7,0.9940000000000001
6586,01 24 39.75,+43 10 09.9,10.13,9.77,K8,1.141
6596,01 24 42.69,+64 36 00.0,10.76,17.35,K2,0.973
6610,01 24 51.22,-24 31 45.8,10.04,3.37,F3/F5IV/V,0.506
6612,01 24 53.31,-50 48 29.7,10.37,12.54,K0,0.892
6623,01 24 59.80,-24 30 19.7,10.28,6.72,F6/F7IV/V,0.405
6660,01 25 28.44,+12 09 22.3,10.29,22.05,K8,1.06
6674,01 25 38.25,-24 41 30.9,10.21,5.77,F2,0.435
6688,01 25 53.38,-27 03 40.6,10.42,3.83,G0,0.57
6694,01 25 57.33,+13 14 54.0,10.63,17.01,K7,1.19
6701,01 26 06.57,+50 15 20.0,11.01,14.49,K5,1.6230000000000002
6705,01 26 13.73,+13 48 59.3,11.96,21.25,K7V:,1.365
6726,01 26 34.74,-65 46 29.8,11.78,-0.13,A0,-0.02
6727,01 26 38.44,-06 20 18.7,11.13,4.64,,0.008
6728,01 26 39.96,-54 55 37.2,10.47,3.21,A2m...,0.25
6730,01 26 41.06,+11 22 55.7,11.68,17.23,M0V:,1.4669999999999999
6750,01 26 53.13,+01 17 51.6,10.29,-0.96,K0,1.206
6757,01 26 57.71,-74 44 20.9,10.84,-1.34,G8III,1.1
6804,01 27 34.25,-52 02 41.5,10.98,15.68,,
6807,01 27 35.32,-24 56 38.1,10.4,16.1,,0.895
6818,01 27 42.64,+09 52 51.2,11.94,12.12,K7V:,1.093
6834,01 27 56.91,+12 26 19.0,11.22,12.15,K7,1.155
6836,01 28 00.00,-44 36 13.6,10.39,8.54,,0.66
6881,01 28 37.12,-24 11 44.7,10.12,4.35,F3/F5V,0.48
6885,01 28 40.42,-17 01 56.6,11.11,2.18,A7,0.506
6895,01 28 47.20,-26 32 59.6,10.45,7.32,G0,0.637
6896,01 28 47.53,-22 28 27.3,10.16,5.65,F8,0.55
6898,01 28 47.92,+19 48 33.1,10.16,11.85,G5,0.858
6921,01 29 07.58,-33 44 07.7,11.71,14.21,,1.319
6930,01 29 17.67,+36 41 01.6,10.24,6.5,K,1.107
6961,01 29 36.32,+18 55 46.4,11.83,14.85,K4,1.507
6972,01 29 43.97,+08 26 35.2,10.45,14.6,K7V:,1.072
7039,01 30 44.87,+78 38 05.9,10.84,2.74,,0.8759999999999999
7041,01 30 46.37,+09 45 20.7,11.12,2.98,G5,0.7390000000000001
7052,01 30 53.32,+24 32 09.4,10.35,3.43,G0,0.8590000000000001
7053,01 30 54.21,+15 33 54.4,10.67,19.95,K4,1.452
7055,01 30 57.57,+04 32 36.7,10.43,6.08,F5,0.48200000000000004
7058,01 30 58.89,-48 52 14.9,10.18,25.4,K7,1.173
7093,01 31 24.14,-31 53 29.3,10.33,3.52,F8,0.629
7103,01 31 31.58,+59 46 07.6,10.07,-1.88,B1V,0.24
7141,01 32 01.66,+57 11 40.7,10.24,8.33,F0,0.685
7154,01 32 13.39,-51 54 16.5,10.37,12.39,K:,0.6579999999999999
7162,01 32 19.80,-30 40 50.7,10.76,5.93,sdG8:,0.62
7170,01 32 26.57,-21 54 10.7,11.16,56.42,,1.492
7172,01 32 28.60,+14 17 09.0,11.52,9.78,K7V:,1.38
7173,01 32 29.21,+63 49 17.8,10.6,-1.11,,0.7509999999999999
7197,01 32 45.12,-41 15 20.0,10.48,9.59,G,0.63
7200,01 32 46.81,-36 23 28.0,11.54,15.32,,1.193
7224,01 33 05.38,+64 05 48.9,11.27,-1.65,,
7229,01 33 09.19,+30 10 59.1,10.26,7.55,,0.698
7238,01 33 16.33,+60 38 01.5,11.25,-1.98,B2V,0.218
7241,01 33 17.16,-51 41 40.2,12.03,19.63,,
7287,01 33 53.31,+27 14 10.6,11.03,21.63,K5,1.2
7304,01 34 02.17,-29 17 59.2,11.99,-2.53,,
7310,01 34 05.68,-11 22 13.0,10.92,1.85,A,0.287
7311,01 34 06.00,-67 07 57.4,10.16,12.59,,0.86
7333,01 34 24.72,+65 57 49.6,10.73,24.48,M0,1.17
7338,01 34 30.71,+78 03 45.8,10.64,28.7,M0,1.21
7376,01 35 03.14,-23 27 36.5,10.12,8.92,G0,0.63
7386,01 35 10.17,-33 38 50.1,11.06,17.87,,0.51
7392,01 35 18.97,+10 16 42.6,12.23,35.36,K7V:,1.436
7395,01 35 20.41,-47 55 49.8,10.17,11.41,K0,0.765
7397,01 35 21.58,+11 26 04.0,11.82,10.33,K7V:,1.305
7398,01 35 23.64,-35 07 42.4,12.08,-2.35,,
7416,01 35 35.71,+61 19 40.4,11.31,9.52,,0.359
7420,01 35 37.56,+42 02 21.6,10.97,23.86,,1.2830000000000001
7423,01 35 38.31,+66 34 51.3,10.55,1.91,B8,0.376
7422,01 35 38.39,+76 00 05.8,10.07,10.99,G5,0.863
7425,01 35 40.22,-50 15 42.5,10.47,20.47,,1.3359999999999999
7438,01 35 47.95,-52 36 50.3,10.19,5.52,F8/G0V,0.528
7445,01 35 52.72,-23 16 21.7,10.59,4.16,G0,0.62
7452,01 36 01.19,+49 42 44.1,10.14,6.85,F7,0.462
7454,01 36 02.19,+06 22 46.9,12.13,10.69,K7,1.168
7459,01 36 05.94,-61 04 57.6,10.1,11.63,G0,0.524
7474,01 36 15.24,-26 06 14.2,10.52,2.78,F8,0.62
7488,01 36 24.73,+66 52 12.7,10.04,2.72,A5,0.307
7489,01 36 24.88,+79 08 53.9,10.11,-2.28,,0.594
7507,01 36 45.06,-21 26 58.7,10.01,7.07,G0V,0.635
7526,01 36 53.47,-37 20 27.9,11.38,15.9,,1.013
7545,01 37 11.26,-54 28 43.8,10.14,5.62,F7/F8V,0.585
7554,01 37 20.38,-49 11 45.4,10.39,45.79,M:,1.416
7570,01 37 31.75,+23 01 58.8,10.36,16.93,K2,1.09
7582,01 37 38.58,-26 18 13.1,11.44,5.15,Gp,0.99
7587,01 37 41.52,+33 01 48.5,11.01,6.81,,0.861
7618,01 38 08.22,-21 09 28.9,11.77,19.78,K:,
7633,01 38 20.37,+82 25 31.0,10.77,4.26,A5,0.298
7635,01 38 22.19,+57 13 58.5,11.24,,M4,1.4
7646,01 38 29.64,+00 39 04.3,11.6,52.95,K:,1.496
7647,01 38 30.06,+01 21 40.3,10.58,2.82,M7III,1.3159999999999998
7648,01 38 30.42,-73 39 32.1,10.66,2.03,K0III,0.98
7652,01 38 32.38,-24 26 50.5,10.67,3.61,G0,0.62
7655,01 38 33.65,+44 35 24.7,10.74,28.69,K8V:,1.101
7681,01 38 55.63,+58 09 22.7,10.67,-2.8,WN3+...,0.018000000000000002
7701,01 39 07.82,+05 34 42.8,11.77,11.64,K7,1.304
7714,01 39 17.76,-41 28 52.5,10.32,0.62,B7/B8V,-0.11900000000000001
7725,01 39 25.24,-38 09 56.9,10.12,3.45,G2,0.72
7746,01 39 42.76,-22 23 00.4,10.71,1.03,G0,0.93
7752,01 39 47.79,-28 16 30.6,10.21,3.81,F2V,0.425
7761,01 39 54.82,+24 47 26.4,10.1,3.77,F8,0.528
7766,01 39 56.57,-51 35 35.7,10.18,15.79,K0/K1V:,0.9229999999999999
7770,01 40 00.11,-29 40 25.8,10.05,4.05,G0V,0.561
7776,01 40 04.80,-13 54 39.0,11.9,25.28,,1.4609999999999999
7780,01 40 08.18,+53 26 26.3,10.36,0.49,B8,0.09300000000000001
7783,01 40 10.05,-35 11 59.0,10.32,11.45,G5,0.774
7794,01 40 17.87,+01 51 21.8,10.18,29.91,K8,1.17
7816,01 40 34.10,-18 56 51.4,11.11,-1.55,,1.008
7817,01 40 34.27,-30 43 39.4,11.6,24.1,M:,1.607
7824,01 40 38.58,+05 34 37.9,10.66,16.33,K7V:,1.379
7828,01 40 42.92,+41 55 53.7,11.06,18.7,K5,1.163
7829,01 40 43.97,-49 13 55.4,10.16,33.63,K5,1.2229999999999999
7858,01 41 03.69,-43 38 08.1,11.64,23.7,,1.4080000000000001
7878,01 41 19.07,+71 58 21.7,10.35,0.47,,0.14
7881,01 41 22.72,-52 32 40.3,12.81,8.98,M,1.6
7892,01 41 32.23,-24 53 51.5,10.08,9.12,G0V,0.5660000000000001
7897,01 41 34.47,-14 37 16.5,10.32,2.08,F5,0.56
7912,01 41 42.07,-73 50 38.2,11.86,0.04,,-0.035
7920,01 41 47.68,-50 57 57.0,10.03,3.31,F3/F5V,0.493
7930,01 41 57.07,+17 03 29.2,10.28,21.4,K8,1.16
7947,01 42 05.63,-27 33 24.8,10.22,8.18,F8,0.55
7993,01 42 39.12,-24 37 39.7,11.93,4.07,,
7998,01 42 43.15,+46 13 36.4,10.23,8.13,,0.627
8008,01 42 49.39,-25 53 24.1,11.65,29.15,,1.464
8014,01 42 55.27,-42 12 11.2,11.19,29.35,M:,1.381
8031,01 43 10.07,+06 06 40.7,11.4,3.53,,
8033,01 43 10.73,+10 26 58.2,10.83,16.7,K7,1.0270000000000001
8037,01 43 12.23,-16 49 33.4,10.24,3.51,F5,0.58
8038,01 43 14.14,-21 36 56.3,10.12,22.11,,1.158
8043,01 43 15.61,+27 50 31.9,10.4,48.11,K0,1.46
8048,01 43 20.30,-29 24 49.2,10.34,3.05,A9V,0.335
8051,01 43 20.43,+04 19 24.7,10.93,88.86,M2V:,1.525
8055,01 43 27.41,+04 52 51.0,11.13,15.11,K7V:,1.183
8067,01 43 39.00,+28 03 21.6,10.61,20.23,K5,1.035
8069,01 43 40.21,+28 03 09.7,11.73,33.68,K5,1.626
8076,01 43 43.68,-27 00 18.5,10.02,7.3,G2V,0.634
8075,01 43 43.69,+17 44 46.7,10.11,2.77,F5,0.466
8077,01 43 44.53,+01 26 54.6,10.87,5.38,K0,0.915
8083,01 43 48.49,-24 05 09.8,11.77,4.06,B,-0.359
8125,01 44 24.93,+60 37 14.2,10.66,0.63,B2V,0.505
8129,01 44 29.16,+07 49 07.7,10.24,1.73,F5,0.499
8130,01 44 29.59,+44 27 49.9,10.21,11.33,G0,0.498
8137,01 44 37.91,+23 23 19.5,10.21,2.49,K0,1.264
8150,01 44 47.55,-53 20 10.0,10.17,1.91,F0V,0.474
8152,01 44 50.37,-18 24 02.3,10.07,7.88,G5,0.695
8154,01 44 52.37,+71 41 27.0,10.4,0.66,,0.06
8163,01 44 59.66,-30 03 33.1,11.39,5.56,F2,-0.052000000000000005
